analysis_unit_id,readiness_disease_name,source_disease_name,disease_master_name,analysis_unit,analysis_unit_label,row_type,family,priority_prototype_status,master_tier,master_guild,master_livestock_amplified,master_key_host_vector,include_as_analysis_unit,modelling_scope_status,modelling_scope_reason,vectored_status,generalist_status,transmission_complexity,guild,host_sdm_needed,vector_sdm_needed,host_range_rule,vector_range_rule,range_limiting_layer,transmission_rule_review_status,transmission_rule_notes,host_candidate_rows,roster_host_rows,roster_vector_rows,host_role_evidence_rows,host_role_assignment_rows,direct_disease_vector_rows,direct_vector_confirmed_rows,direct_vector_probable_rows,direct_vector_candidate_rows,direct_vector_competence_joined_rows,direct_vector_transmission_yes_rows,direct_vector_natural_infection_yes_rows,roster_vectors_with_host_vector_evidence,roster_vectors_with_human_biting,genbank_country_rows,genbank_distinct_countries_or_territories,genbank_records_with_country,who_don_focal_country_rows,who_don_distinct_countries,who_don_distinct_records,has_substantive_host_role_evidence,has_substantive_vector_role_evidence,role_assignment_status,host_sdm_species_available,vector_sdm_species_available,host_sdm_projection_species_available,vector_sdm_projection_species_available,host_sdm_comparison_species_available,vector_sdm_comparison_species_available,has_direct_vector_evidence,direct_vector_evidence_status,country_evidence_status,sdm_availability_status,readiness_blocker,recommended_next_action,evidence_join_status,evidence_qa_join_status,evidence_qa_match_field,evidence_qa_matched_disease_name,direct_vector_join_status,direct_vector_match_field,direct_vector_matched_disease_name,genbank_join_status,genbank_match_field,genbank_matched_disease_name,who_don_join_status,who_don_match_field,who_don_matched_disease_name,sdm_join_status,sdm_match_field,sdm_matched_disease_name,pheic_risk,source_pathogen,source_previous_name,source_msl39_viral_name,is_priority_pathogen,is_prototype_pathogen,in_gibb_etal,in_empres_i,region_africa,region_americas,region_europe,region_mediterranean,region_se_asia,region_western_pacific,source_unit_scope,analysis_unit_rank,analysis_decision,decision_rule_trigger,transmission_context,human_infection_status,host_link_status,vector_data_status,amplifier_data_status,example_members,rationale,notes,master_row,preferred_match_source,matched_pathogen_names,matched_taxids,match_review_flag,shared_species_proxy_flag,match_review_notes,host_query_bucket,in_master_who,roster_taxonomy_caution_rows,host_role_evidence_substantive_rows,vector_role_evidence_rows,vector_role_evidence_substantive_rows,host_role_substantive_assignment_rows,vector_role_assignment_rows,vector_role_substantive_assignment_rows,direct_vector_species_or_taxa,direct_vector_competent_rows,direct_vector_mixed_competence_rows,direct_vector_not_competent_rows,direct_vector_unclear_competence_rows,direct_vector_taxonomy_review_needed_rows,who_don_high_confidence_rows,who_don_manual_review_rows,has_genbank_country_evidence,has_who_don_focal_evidence,has_any_role_evidence_or_assignment,pathogen_species_name,pathogen_species_name_source,pathogen_taxid,pathogen_taxid_source
master_12,Nipah virus disease,Nipah virus disease,Nipah,Henipavirus nipahense,Nipah virus,source_row,Paramyxoviridae,both,1,B,TRUE,Pteropus bats,yes_existing_who,include,Included in current default modelling scope after transmission-rule review.,non_vectored,restricted,mixed,bat_reservoir_spillover,yes,no,include_reservoir_hosts_only,no_vector,mixed,reviewed,WHO/GOV.UK/Pirbright: Pteropus fruit bats reservoir; pigs can amplify in some outbreaks; person-to-person possible.,16,16,0,7,7,0,0,0,0,0,0,0,0,0,8,8,372,6,4,3,TRUE,FALSE,reviewed_assignment_present,21,0,0,0,0,0,FALSE,not_expected_non_vectored,who_don_and_genbank,required_sdms_available,none,ready_for_model_spec_review,matched_primary_name,matched_primary_name,source_disease_name,Nipah virus disease,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Nipah virus disease,matched_primary_name,source_disease_name,Nipah virus disease,matched_primary_name,source_disease_name,Nipah virus disease,High,Henipavirus nipahense,Nipah virus,Henipavirus nipahense,TRUE,TRUE,TRUE,TRUE,none,none,none,none,both,both,specific_unit,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Pig amplification in Malaysia outbreak,12,,,,FALSE,FALSE,,unmatched,TRUE,0,7,0,0,7,0,0,0,0,0,0,0,0,0,6,TRUE,TRUE,TRUE,Henipavirus nipahense,source_msl39_viral_name,3052225,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Pathogens; virion_taxid:Virion_VirusName
master_13,Hendra,Hendra,Hendra,Hendra,Hendra,,Paramyxoviridae,,3,B,TRUE,Pteropus bats,yes,include,Included in current default modelling scope after transmission-rule review.,non_vectored,restricted,mixed,bat_reservoir_spillover,yes,no,include_reservoir_hosts_only,no_vector,mixed,reviewed,Queensland Health/CDC: flying fox reservoir; spillover to horses then rarely humans; horse SDM may be exposure layer.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,213,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,not_expected_non_vectored,genbank_only,missing_required_host_sdm,missing_required_host_sdm,find_or_build_host_sdm,matched_primary_name,matched_primary_name,source_disease_name,Hendra,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Hendra,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Horse amplification. n=11,13,virion,henipavirus hendraense,3052223,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Henipavirus hendraense,matched_pathogen_names,3052223,matched_taxids:virion
master_14,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome (MERS),MERS,Middle East respiratory syndrome-related coronavirus (MERS-CoV),MERS-CoV,split_candidate,Coronaviridae,both,1,C,TRUE,Dromedary camels,yes_existing_who,defer_broad_or_aggregate_unit,Source pathogen Subgenus Merbecovirus is a broad genus/subgenus scope that has been deferred in later role/modelling work; retain rules for audit only.,non_vectored,restricted,mixed,livestock_primary_non_vectored,yes,no,include_livestock_hosts,no_vector,livestock_host,reviewed,WHO/CDC: zoonotic virus transferred from infected dromedary camels; human outbreaks via close contact/healthcare.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,22,184,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,not_expected_non_vectored,who_don_only,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,matched_primary_name,matched_primary_name,source_disease_name,Middle East Respiratory Syndrome (MERS),unmatched_no_evidence,,,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Middle East Respiratory Syndrome (MERS),unmatched_no_evidence,,,High,Subgenus Merbecovirus,Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,TRUE,TRUE,FALSE,FALSE,none,none,none,both,none,none,broad_subgenus,species,keep,clear_human_infection_and_host_link,host_linked_non_vector,yes,yes,no,yes,,Clear human-pathogenic merbecovirus with established host and amplifier relevance.,Retained as a distinct analysis unit rather than folded into the broader merbecovirus placeholder.,14,,,,FALSE,FALSE,,unmatched,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,279,FALSE,TRUE,FALSE,,unresolved_or_aggregate,1335626; 3433633,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name
master_15,Mpox (Monkeypox),Mpox (Monkeypox),Mpox,Orthopoxvirus monkeypox,Monkeypox virus,source_row,Poxviridae,both,1,B,FALSE,Rodents (squirrels),yes_existing_who,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,non_vectored,uncertain,mixed,direct_contact_or_bite,uncertain,no,uncertain_review,no_vector,uncertain,needs_review,"WHO/ECDC mpox: animal reservoir remains unknown; susceptible small mammals noted, and current spread can be human-to-human. Do not define range by human SDM.",20,20,0,5,3,0,0,0,0,0,0,0,0,0,59,59,11748,3,3,3,TRUE,FALSE,reviewed_assignment_present,22,0,0,0,0,0,FALSE,not_expected_non_vectored,who_don_and_genbank,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,matched_primary_name,matched_primary_name,source_disease_name,Mpox (Monkeypox),unmatched_no_evidence,,,matched_primary_name,source_disease_name,Mpox (Monkeypox),matched_primary_name,source_disease_name,Mpox (Monkeypox),matched_primary_name,source_disease_name,Mpox (Monkeypox),High,Orthopoxvirus monkeypox,Monkeypox virus,Orthopoxvirus monkeypox,TRUE,TRUE,TRUE,TRUE,both,both,both,both,both,both,specific_unit,species_or_equivalent,keep,specific_source_row,mixed_or_context_dependent,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Pre-2022 sylvatic data only,15,,,,FALSE,FALSE,,unmatched,TRUE,0,5,0,0,3,0,0,0,0,0,0,0,0,2,3,TRUE,TRUE,TRUE,Orthopoxvirus monkeypox,source_msl39_viral_name,10244; 3431483,virion_taxid:msl39_viral_name; virion_taxid:Pathogens
master_16,Influenza (H5N1 avian influenza),Influenza (H5N1 avian influenza),Avian influenza (H5N1),Alphainfluenzavirus influenzae (H5N1),Influenza A,source_row,Orthomyxoviridae,both,1,C,TRUE,Wild waterfowl; poultry interface,yes_existing_who,include,Included in current default modelling scope after transmission-rule review.,non_vectored,host_group_generalist,mixed,avian_reservoir_non_vectored,yes,no,include_primary_amplifying_host_group,no_vector,mixed,reviewed,"CDC bird flu: avian influenza spreads among birds; human cases mostly after exposure to infected birds/animals; include wild birds/poultry, not human cases.",538,538,0,5,5,0,0,0,0,0,0,0,0,0,95,95,194591,0,0,0,TRUE,FALSE,reviewed_assignment_present,80,0,1,0,0,0,FALSE,not_expected_non_vectored,genbank_only,required_sdms_available,none,ready_for_model_spec_review,matched_primary_name,matched_primary_name,source_disease_name,Influenza (H5N1 avian influenza),unmatched_no_evidence,,,matched_primary_name,source_disease_name,Influenza (H5N1 avian influenza),unmatched_no_evidence,,,matched_primary_name,source_disease_name,Influenza (H5N1 avian influenza),High,Alphainfluenzavirus influenzae (H5N1),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,TRUE,TRUE,both,both,both,both,both,none,subtype_level,subtype,keep,influenza_keep_h5n1_only,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,"Retained as the only active influenza analysis unit from the current WHO shortlist, following the decision to keep H5N1 but drop the other current influenza subtype rows.",Kept as the only influenza subtype from the current WHO shortlist in the active analysis-unit set.,16,,,,FALSE,FALSE,,unmatched,TRUE,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,Alphainfluenzavirus influenzae,source_msl39_viral_name,11320; 2955291,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Virion_VirusName
master_17,Plague,Plague,Plague,Yersinia pestis,Yersinia pestis,source_row,Bacteria,priority,1,A/E,FALSE,Rodent fleas; wildlife cycle,yes_existing_who,include,Included in current default modelling scope after transmission-rule review.,vectored,host_group_generalist,mixed,flea_borne_rodent_pathogen,yes,optional,include_reservoir_hosts_only,include_known_vectors_review,reservoir_host,reviewed,"CDC plague: Y. pestis cycles in wild rodents and fleas; human animal-handling exposure noted, but reservoir hosts are the practical range layer.",37,37,47,3,3,47,38,5,3,47,37,14,11,2,36,36,152996,21,10,19,TRUE,TRUE,reviewed_assignment_present,38,0,0,0,0,0,TRUE,direct_vector_evidence_present,who_don_and_genbank,optional_sdms_missing,none,ready_for_model_spec_review,matched_primary_name,matched_primary_name,source_disease_name,Plague,matched_primary_name,source_disease_name,Plague,matched_primary_name,source_disease_name,Plague,matched_primary_name,source_disease_name,Plague,matched_primary_name,source_disease_name,Plague,High,Yersinia pestis,,,TRUE,FALSE,TRUE,FALSE,priority,priority,none,none,none,none,specific_unit,species_or_equivalent,keep,specific_source_row,mixed_or_context_dependent,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,,17,,,,FALSE,FALSE,,unmatched,TRUE,3,3,4,4,3,4,4,47,24,17,0,6,0,1,21,TRUE,TRUE,TRUE,Yersinia pestis,source_pathogen,632,clover_taxid:Clover_PathogenName; clover_taxid:Pathogens
master_18,Oropouche fever,Oropouche fever,Oropouche,Orthobunyavirus oropoucheense,Oropouche virus,source_row,Peribunyaviridae,prototype,1,E,FALSE,Culicoides midges,yes_existing_who,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,vectored,restricted,complex,midge_borne_arbovirus,uncertain,yes,uncertain_review,vector_sdm_primary_limiter,vector,needs_review,CDC Oropouche: Culicoides paraensis biting midge primary; some mosquitoes possible. Sylvatic hosts/reservoirs remain insufficiently resolved.,6,6,15,2,2,16,1,4,7,16,2,9,10,10,15,15,3156,5,5,1,TRUE,TRUE,reviewed_assignment_present,4,0,0,0,0,0,TRUE,direct_vector_evidence_present,who_don_and_genbank,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,matched_primary_name,matched_primary_name,source_disease_name,Oropouche fever,matched_primary_name,source_disease_name,Oropouche fever,matched_primary_name,source_disease_name,Oropouche fever,matched_primary_name,source_disease_name,Oropouche fever,matched_primary_name,source_disease_name,Oropouche fever,Low,Orthobunyavirus oropoucheense,Oropouche virus,Orthobunyavirus oropoucheense,FALSE,TRUE,TRUE,TRUE,none,prototype,none,none,none,none,specific_unit,species_or_equivalent,keep,specific_source_row,vector_associated_or_mixed,yes,yes_or_expected_from_source,yes_or_expected,unknown,,Specific zoonotic source row retained as the current analysis unit.,,18,,,,FALSE,FALSE,,unmatched,TRUE,0,2,3,3,2,3,3,15,2,3,4,7,0,0,5,TRUE,TRUE,TRUE,Orthobunyavirus oropoucheense,source_msl39_viral_name,3052429,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Pathogens; virion_taxid:Virion_VirusName
master_19,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,HCPS (hantaviruses),Orthohantavirus sinnombreense,Sinnombre virus,source_row,Hantaviridae,both,1,A,FALSE,Sigmodontine rodents,yes_existing_who,include,Included in current default modelling scope after transmission-rule review.,non_vectored,specialist,simple,rodent_reservoir_direct_or_environmental,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,reviewed,CDC: Sin Nombre/HPS associated with deer mouse; exposure to aerosolised rodent urine/droppings/saliva.,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,302,1,1,1,FALSE,FALSE,no_role_evidence_or_assignment,12,0,0,0,0,0,FALSE,not_expected_non_vectored,who_don_and_genbank,required_sdms_available,missing_role_evidence,curate_role_evidence,matched_primary_name,matched_primary_name,source_disease_name,Hantavirus pulmonary syndrome,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Hantavirus pulmonary syndrome,matched_primary_name,source_disease_name,Hantavirus pulmonary syndrome,matched_primary_name,source_disease_name,Hantavirus pulmonary syndrome,High,Orthohantavirus sinnombreense,Sinnombre virus,Orthohantavirus sinnombreense,TRUE,TRUE,FALSE,FALSE,none,both,none,none,none,none,specific_unit,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Split by virus in Atlas dataset,19,,,,FALSE,FALSE,,unmatched,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,TRUE,FALSE,Orthohantavirus sinnombreense,source_msl39_viral_name,3052499; 44755,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Pathogens; virion_taxid:Virion_VirusName
master_20,Argentine hemorrhagic fever,Argentine hemorrhagic fever,Argentine HF (Junin),Mammarenavirus juninense,Junin virus,source_row,Arenaviridae,prototype,1,A,FALSE,Calomys musculinus,yes_existing_who,include,Included in current default modelling scope after transmission-rule review.,non_vectored,specialist,mixed,rodent_reservoir_direct_or_environmental,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,reviewed,"UKHSA/CDC EID: Junin reservoir is Calomys corn mice in Argentine pampas; human exposure via rodent excreta, nosocomial spread uncommon.",8,8,0,2,2,0,0,0,0,0,0,0,0,0,3,3,178,0,0,0,TRUE,FALSE,reviewed_assignment_present,2,0,0,0,0,0,FALSE,not_expected_non_vectored,genbank_only,required_sdms_available,none,ready_for_model_spec_review,matched_primary_name,matched_primary_name,source_disease_name,Argentine hemorrhagic fever,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Argentine hemorrhagic fever,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Argentine hemorrhagic fever,High,Mammarenavirus juninense,Junin virus,Mammarenavirus juninense,FALSE,TRUE,TRUE,FALSE,none,prototype,none,none,none,none,specific_unit,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,,20,,,,FALSE,FALSE,,unmatched,TRUE,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,Mammarenavirus juninense,source_msl39_viral_name,2169991,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Pathogens; virion_taxid:Virion_VirusName
master_22,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome (SARS); COVID-19,Sarbecoviruses (SARS-like),SARS-like bat sarbecoviruses,SARS-like bat sarbecoviruses,split_candidate,Coronaviridae,both,3,B,FALSE,Rhinolophus bats,yes_existing_who,defer_broad_or_aggregate_unit,Source pathogen Subgenus Sarbecovirus is a broad genus/subgenus scope that has been deferred in later role/modelling work; retain rules for audit only.,non_vectored,host_group_generalist,mixed,bat_reservoir_spillover,yes,no,include_reservoir_hosts_only,no_vector,mixed,reviewed,"Reviews/WHO: sarbecovirus unit mixes bat reservoirs, possible intermediate hosts, and human-maintained SARS-CoV/SARS-CoV-2 lineages; species split needed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,not_expected_non_vectored,no_country_evidence,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,unmatched_no_evidence,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,High,Subgenus Sarbecovirus,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,TRUE,TRUE,FALSE,FALSE,none,both,none,both,priority,none,broad_subgenus,species_group,keep,host_link_and_zoonotic_potential_group,host_linked_non_vector,zoonotic_potential,yes,no,unknown,RaTG13; RmYN02; WIV1; SHC014; Rs3367; RsSHC014; Rs4028; BtKY72; PDF-2370,Retained as an active wildlife sarbecovirus analysis group because host-link data and zoonotic concern exist even where direct human infection is unclear or absent.,Treat the listed viruses as supporting examples inside this group rather than splitting further for now.,22,,,,FALSE,FALSE,,unmatched,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,,unresolved_or_aggregate,694009; 3418604,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name
master_23,Tick-borne encephalitis,Tick-borne encephalitis,Tick-borne encephalitis,Orthoflavivirus encephalitidis,Tick-borne encephalitis virus,source_row,Flaviviridae,prototype,2,E,FALSE,Ixodes ticks,yes_existing_who,include,Included in current default modelling scope after transmission-rule review.,vectored,restricted,complex,tick_borne_pathogen,optional,yes,host_sdm_low_value_generalist,vector_sdm_primary_limiter,vector,reviewed,ECDC: TBEV transmitted by ticks; small rodents are competent reservoirs; unpasteurised dairy route secondary.,0,84,11,4,3,11,8,1,0,11,10,8,6,6,37,37,3428,0,0,0,TRUE,TRUE,reviewed_assignment_present,28,0,0,0,0,0,TRUE,direct_vector_evidence_present,genbank_only,missing_required_vector_sdm,missing_required_vector_sdm,find_or_build_vector_sdm,matched_primary_name,matched_primary_name,source_disease_name,Tick-borne encephalitis,matched_primary_name,source_disease_name,Tick-borne encephalitis,matched_primary_name,source_disease_name,Tick-borne encephalitis,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Tick-borne encephalitis,High,Orthoflavivirus encephalitidis,Tick-borne encephalitis virus,Orthoflavivirus encephalitidis,FALSE,TRUE,FALSE,FALSE,none,prototype,prototype,none,none,none,specific_unit,species_or_equivalent,keep,specific_source_row,vector_associated_or_mixed,yes,yes_or_expected_from_source,yes_or_expected,unknown,,Specific zoonotic source row retained as the current analysis unit.,ECDC surveillance data,23,,,,FALSE,FALSE,,unmatched,TRUE,0,4,5,5,3,5,5,11,9,0,0,2,0,0,0,TRUE,FALSE,TRUE,Orthoflavivirus encephalitidis,source_msl39_viral_name,11084; 3052465,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Pathogens; virion_taxid:Virion_VirusName
master_24,Severe fever with thrombocytopenia syndrome (SFTS),Severe fever with thrombocytopenia syndrome (SFTS),SFTS (Bandavirus),Bandavirus dabieense,SFTS virus,source_row,Phenuiviridae,both,2,E,FALSE,Haemaphysalis longicornis,yes_existing_who,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,vectored,host_group_generalist,mixed,tick_borne_pathogen,optional,yes,host_sdm_low_value_generalist,include_competent_vectors,vector,needs_review,"UKHSA/CDC EID SFTS: tick bite is usual route; many animal infections and occasional direct transmission mean hosts need review, not broad host SDMs.",0,36,15,3,2,15,5,1,2,15,5,15,7,3,6,6,9975,0,0,0,TRUE,TRUE,reviewed_assignment_present,28,0,1,0,0,0,TRUE,direct_vector_evidence_present,genbank_only,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,matched_primary_name,matched_primary_name,source_disease_name,Severe fever with thrombocytopenia syndrome (SFTS),matched_primary_name,source_disease_name,Severe fever with thrombocytopenia syndrome (SFTS),matched_primary_name,source_disease_name,Severe fever with thrombocytopenia syndrome (SFTS),unmatched_no_evidence,,,matched_primary_name,source_disease_name,Severe fever with thrombocytopenia syndrome (SFTS),High,Bandavirus dabieense,SFTS virus,Bandavirus dabieense,TRUE,TRUE,FALSE,FALSE,none,none,none,none,both,both,specific_unit,species_or_equivalent,keep,specific_source_row,vector_associated_or_mixed,yes,yes_or_expected_from_source,yes_or_expected,unknown,,Specific zoonotic source row retained as the current analysis unit.,Published case series China/Japan/Korea,24,,,,FALSE,FALSE,,unmatched,TRUE,0,3,4,4,2,3,3,15,5,1,1,8,0,0,0,TRUE,FALSE,TRUE,Bandavirus dabieense,source_msl39_viral_name,1933190; 2748958,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Pathogens; virion_taxid:Virion_VirusName
master_25,Venezuelan equine encephalitis,Venezuelan equine encephalitis,VEE,Alphavirus venezuelan,Venezuelan equine encephalitis virus,source_row,Togaviridae,both,1/2,E,TRUE,Mosquitoes; rodent reservoir,yes_existing_who,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,vectored,host_group_generalist,complex,livestock_amplified_vector_borne,yes,yes,include_primary_amplifying_host_group,include_competent_vectors,host_and_vector,needs_review,"CDC EID/WOAH: VEE maintained in mosquito-vertebrate cycles; equines amplify epidemic subtypes, rodents/wild hosts enzootic.",31,31,35,3,2,43,9,12,22,40,19,17,21,19,19,19,368,0,0,0,TRUE,TRUE,reviewed_assignment_present,38,0,0,0,0,0,TRUE,direct_vector_evidence_present,genbank_only,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,matched_primary_name,matched_primary_name,source_disease_name,Venezuelan equine encephalitis,matched_primary_name,source_disease_name,Venezuelan equine encephalitis,matched_primary_name,source_disease_name,Venezuelan equine encephalitis,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Venezuelan equine encephalitis,High,Alphavirus venezuelan,Venezuelan equine encephalitis virus,Alphavirus venezuelan,TRUE,TRUE,FALSE,TRUE,none,both,none,none,none,none,specific_unit,species_or_equivalent,keep,specific_source_row,vector_associated_or_mixed,yes,yes_or_expected_from_source,yes_or_expected,unknown,,Specific zoonotic source row retained as the current analysis unit.,Equine amplification,25,,,,FALSE,FALSE,,unmatched,TRUE,0,3,3,3,2,3,3,35,18,0,0,22,0,0,0,TRUE,FALSE,TRUE,Alphavirus venezuelan,source_msl39_viral_name,11036,virion_taxid:msl39_viral_name; virion_taxid:Pathogens
master_26,Borna disease (encephalitis),Borna disease (encephalitis),Borna disease,Orthobornavirus bornaense,Mammalian Bornavirus 1 (BoDV-1),source_row,Bornaviridae,prototype,3,B,FALSE,Bicolored white-toothed shrew,yes_existing_who,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,non_vectored,specialist,uncertain,small_mammal_reservoir_direct,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,needs_review,Nature 2024/reviews: BoDV-1 reservoir is bicoloured white-toothed shrew; spillover route to horses/humans is still unresolved.,0,23,0,0,0,0,0,0,0,0,0,0,0,0,10,10,313,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,15,0,0,0,0,0,FALSE,not_expected_non_vectored,genbank_only,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,matched_primary_name,matched_primary_name,source_disease_name,Borna disease (encephalitis),unmatched_no_evidence,,,matched_primary_name,source_disease_name,Borna disease (encephalitis),unmatched_no_evidence,,,matched_primary_name,source_disease_name,Borna disease (encephalitis),Low,Orthobornavirus bornaense,Mammalian Bornavirus 1 (BoDV-1),Orthobornavirus bornaense,FALSE,TRUE,FALSE,FALSE,none,none,prototype,none,none,none,specific_unit,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Extremely rare,26,,,,FALSE,FALSE,,unmatched,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Orthobornavirus bornaense,source_msl39_viral_name,1714619,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Pathogens; virion_taxid:Virion_VirusName
master_27,Lujo hemorrhagic fever,Lujo hemorrhagic fever,Lujo HF,Mammarenavirus lujoense,Lujo virus,source_row,Arenaviridae,prototype,3,A,FALSE,Unknown rodent,yes_existing_who,defer_broad_or_aggregate_unit,Deferred from the pilot handoff because the suspected rodent reservoir is not resolved to a useful species-level SDM target.,non_vectored,uncertain,mixed,rodent_reservoir_direct_or_environmental,uncertain,no,uncertain_review,no_vector,not_model_ready,reviewed,"CDC/UKHSA Lujo: rodent-borne arenavirus suspected, but the specific rodent reservoir is unknown; human-to-human transmission occurred.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,not_expected_non_vectored,genbank_only,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,matched_primary_name,matched_primary_name,source_disease_name,Lujo hemorrhagic fever,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Lujo hemorrhagic fever,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Lujo hemorrhagic fever,High,Mammarenavirus lujoense,Lujo virus,Mammarenavirus lujoense,FALSE,TRUE,FALSE,FALSE,prototype,none,none,none,none,none,specific_unit,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Single outbreak 2008,27,,,,FALSE,FALSE,,unmatched,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Mammarenavirus lujoense,source_msl39_viral_name,3052314,virion_taxid:matched_virus_name; virion_taxid:msl39_viral_name; virion_taxid:Pathogens; virion_taxid:Virion_VirusName
