bridge_source,bridge_row_type,bridge_to_existing_who,analysis_unit_id,master_row,disease_master_name,resolved_disease_name_final,resolved_pathogen_name_final,resolved_pathogen_rank_final,include_status_final,active_master_analysis_unit,split_group,pathogen_aliases,pathogen_family_master,master_tier,master_guild,master_livestock_amplified,master_key_host_vector,in_master_who,in_master_gibb,in_master_empres_i,in_master_atlas,master_gbif_checked,master_notes,name_resolution_status,existing_lookup_name,match_field,row_type,family,pheic_risk,source_pathogen,source_previous_name,source_msl39_viral_name,source_disease_name,is_priority_pathogen,is_prototype_pathogen,in_gibb_etal,in_empres_i,priority_prototype_status,region_africa,region_americas,region_europe,region_mediterranean,region_se_asia,region_western_pacific,source_unit_scope,analysis_unit,analysis_unit_label,analysis_unit_rank,analysis_decision,decision_rule_trigger,transmission_context,human_infection_status,host_link_status,vector_data_status,amplifier_data_status,example_members,rationale,notes,resolution_source,resolution_notes,clover_matched_pathogen_names,virion_matched_pathogen_names,clover_matched_taxids,virion_matched_taxids,clover_matched_families,virion_matched_families,clover_matched_source_types,virion_matched_source_types,clover_best_match_type,virion_best_match_type,clover_match_status,virion_match_status,preferred_match_source,overall_match_status,preferred_source_match_status,match_review_flag,shared_species_proxy_flag,match_review_notes,host_query_include_default,host_query_bucket,host_query_source,host_query_pathogen_names,host_query_taxids
disease_master_list,master_and_who_existing_resolution,TRUE,master_12,12,Nipah,Nipah virus disease,Henipavirus nipahense,species_or_equivalent,yes_existing_who,,,,Paramyxoviridae,1,B,TRUE,Pteropus bats,TRUE,TRUE,TRUE,FALSE,FALSE,Pig amplification in Malaysia outbreak,matched_existing_unit_by_manual_alias,Nipah virus disease,source_disease_name,source_row,Paramyxoviridae,High,Henipavirus nipahense,Nipah virus,Henipavirus nipahense,Nipah virus disease,TRUE,TRUE,TRUE,TRUE,both,none,none,none,none,both,both,specific_unit,Henipavirus nipahense,Nipah virus,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Pig amplification in Malaysia outbreak,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_manual_resolution,FALSE,master_13,13,Hendra,Hendra virus disease,Hendra henipavirus,species,yes,TRUE,hendra,Henipavirus hendraense,Paramyxoviridae,3,B,TRUE,Pteropus bats,TRUE,TRUE,TRUE,FALSE,FALSE,Horse amplification. n=11,needs_pathogen_name_resolution,Hendra virus disease,,,Paramyxoviridae,,,,,Hendra,,,,,,,,,,,,disease_level_review,Hendra,Hendra,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Horse amplification. n=11,manual_first_pass,May need alias to Hendra virus depending on source table.,hendra henipavirus,henipavirus hendraense,63330,3052223,paramyxoviridae,paramyxoviridae,virus,virus,exact,manual_alias,accepted_candidate,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,TRUE,default_clean,virion,henipavirus hendraense,3052223
disease_master_list,master_and_who_existing_resolution,TRUE,master_14,14,MERS,Middle East Respiratory Syndrome (MERS),Middle East respiratory syndrome-related coronavirus (MERS-CoV),species,yes_existing_who,,,,Coronaviridae,1,C,TRUE,Dromedary camels,TRUE,TRUE,TRUE,FALSE,FALSE,Camel IS the livestock amplifier,matched_existing_unit_by_manual_alias,MERS-CoV,analysis_unit_label,split_candidate,Coronaviridae,High,Subgenus Merbecovirus,Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,Middle East Respiratory Syndrome (MERS),TRUE,TRUE,FALSE,FALSE,both,none,none,none,both,none,none,broad_subgenus,Middle East respiratory syndrome-related coronavirus (MERS-CoV),MERS-CoV,species,keep,clear_human_infection_and_host_link,host_linked_non_vector,yes,yes,no,yes,,Clear human-pathogenic merbecovirus with established host and amplifier relevance.,Retained as a distinct analysis unit rather than folded into the broader merbecovirus placeholder.,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_and_who_existing_resolution,TRUE,master_15,15,Mpox,Mpox (Monkeypox),Orthopoxvirus monkeypox,species_or_equivalent,yes_existing_who,,,,Poxviridae,1,B,FALSE,Rodents (squirrels),TRUE,TRUE,TRUE,FALSE,FALSE,Pre-2022 sylvatic data only,matched_existing_unit_by_manual_alias,Mpox (Monkeypox),source_disease_name,source_row,Poxviridae,High,Orthopoxvirus monkeypox,Monkeypox virus,Orthopoxvirus monkeypox,Mpox (Monkeypox),TRUE,TRUE,TRUE,TRUE,both,both,both,both,both,both,both,specific_unit,Orthopoxvirus monkeypox,Monkeypox virus,species_or_equivalent,keep,specific_source_row,mixed_or_context_dependent,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Pre-2022 sylvatic data only,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_and_who_existing_resolution,TRUE,master_16,16,Avian influenza (H5N1),Influenza (H5N1 avian influenza),Alphainfluenzavirus influenzae (H5N1),subtype,yes_existing_who,,,,Orthomyxoviridae,1,C,TRUE,Wild waterfowl; poultry interface,TRUE,TRUE,TRUE,FALSE,FALSE,Poultry amplification. Huge EMPRES-i dataset,matched_existing_unit_by_manual_alias,Alphainfluenzavirus influenzae (H5N1),source_pathogen,source_row,Orthomyxoviridae,High,Alphainfluenzavirus influenzae (H5N1),Influenza A,Alphainfluenzavirus influenzae,Influenza (H5N1 avian influenza),TRUE,TRUE,TRUE,TRUE,both,both,both,both,both,both,none,subtype_level,Alphainfluenzavirus influenzae (H5N1),Influenza A,subtype,keep,influenza_keep_h5n1_only,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,"Retained as the only active influenza analysis unit from the current WHO shortlist, following the decision to keep H5N1 but drop the other current influenza subtype rows.",Kept as the only influenza subtype from the current WHO shortlist in the active analysis-unit set.,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_and_who_existing_resolution,TRUE,master_17,17,Plague,Plague,Yersinia pestis,species_or_equivalent,yes_existing_who,,,,Yersinia,1,A/E,FALSE,Rodent fleas; wildlife cycle,TRUE,TRUE,FALSE,FALSE,FALSE,,matched_existing_unit_by_manual_alias,Plague,source_disease_name,source_row,Bacteria,High,Yersinia pestis,,,Plague,TRUE,FALSE,TRUE,FALSE,priority,priority,priority,none,none,none,none,specific_unit,Yersinia pestis,Yersinia pestis,species_or_equivalent,keep,specific_source_row,mixed_or_context_dependent,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_and_who_existing_resolution,TRUE,master_18,18,Oropouche,Oropouche fever,Orthobunyavirus oropoucheense,species_or_equivalent,yes_existing_who,,,,Peribunyaviridae,1,E,FALSE,Culicoides midges,TRUE,TRUE,FALSE,FALSE,FALSE,,matched_existing_unit_by_manual_alias,Oropouche fever,source_disease_name,source_row,Peribunyaviridae,Low,Orthobunyavirus oropoucheense,Oropouche virus,Orthobunyavirus oropoucheense,Oropouche fever,FALSE,TRUE,TRUE,TRUE,prototype,none,prototype,none,none,none,none,specific_unit,Orthobunyavirus oropoucheense,Oropouche virus,species_or_equivalent,keep,specific_source_row,vector_associated_or_mixed,yes,yes_or_expected_from_source,yes_or_expected,unknown,,Specific zoonotic source row retained as the current analysis unit.,,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_and_who_existing_resolution,TRUE,master_19,19,HCPS (hantaviruses),Hantavirus pulmonary syndrome,Orthohantavirus sinnombreense,species_or_equivalent,yes_existing_who,,,,Hantaviridae,1,A,FALSE,Sigmodontine rodents,TRUE,TRUE,FALSE,FALSE,FALSE,Split by virus in Atlas dataset,matched_existing_unit_by_manual_alias,Hantavirus pulmonary syndrome,source_disease_name,source_row,Hantaviridae,High,Orthohantavirus sinnombreense,Sinnombre virus,Orthohantavirus sinnombreense,Hantavirus pulmonary syndrome,TRUE,TRUE,FALSE,FALSE,both,none,both,none,none,none,none,specific_unit,Orthohantavirus sinnombreense,Sinnombre virus,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Split by virus in Atlas dataset,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_and_who_existing_resolution,TRUE,master_20,20,Argentine HF (Junin),Argentine hemorrhagic fever,Mammarenavirus juninense,species_or_equivalent,yes_existing_who,,,,Arenaviridae,1,A,FALSE,Calomys musculinus,TRUE,TRUE,FALSE,TRUE,FALSE,,matched_existing_unit_by_manual_alias,Argentine hemorrhagic fever,source_disease_name,source_row,Arenaviridae,High,Mammarenavirus juninense,Junin virus,Mammarenavirus juninense,Argentine hemorrhagic fever,FALSE,TRUE,TRUE,FALSE,prototype,none,prototype,none,none,none,none,specific_unit,Mammarenavirus juninense,Junin virus,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_and_who_existing_resolution,TRUE,master_22,22,Sarbecoviruses (SARS-like),Severe Acute Respiratory Syndrome (SARS); COVID-19,SARS-like bat sarbecoviruses,species_group,yes_existing_who,,,,Coronaviridae,3,B,FALSE,Rhinolophus bats,TRUE,FALSE,FALSE,FALSE,TRUE,GenBank bat detections,matched_existing_unit_by_manual_alias,Subgenus Sarbecovirus,source_pathogen,split_candidate,Coronaviridae,High,Subgenus Sarbecovirus,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,Severe Acute Respiratory Syndrome (SARS); COVID-19,TRUE,TRUE,FALSE,FALSE,both,none,both,none,both,priority,none,broad_subgenus,SARS-like bat sarbecoviruses,SARS-like bat sarbecoviruses,species_group,keep,host_link_and_zoonotic_potential_group,host_linked_non_vector,zoonotic_potential,yes,no,unknown,RaTG13; RmYN02; WIV1; SHC014; Rs3367; RsSHC014; Rs4028; BtKY72; PDF-2370,Retained as an active wildlife sarbecovirus analysis group because host-link data and zoonotic concern exist even where direct human infection is unclear or absent.,Treat the listed viruses as supporting examples inside this group rather than splitting further for now.,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_and_who_existing_resolution,TRUE,master_23,23,Tick-borne encephalitis,Tick-borne encephalitis,Orthoflavivirus encephalitidis,species_or_equivalent,yes_existing_who,,,,Flaviviridae,2,E,FALSE,Ixodes ticks,TRUE,FALSE,FALSE,FALSE,TRUE,ECDC surveillance data,matched_existing_unit_by_manual_alias,Tick-borne encephalitis,source_disease_name,source_row,Flaviviridae,High,Orthoflavivirus encephalitidis,Tick-borne encephalitis virus,Orthoflavivirus encephalitidis,Tick-borne encephalitis,FALSE,TRUE,FALSE,FALSE,prototype,none,prototype,prototype,none,none,none,specific_unit,Orthoflavivirus encephalitidis,Tick-borne encephalitis virus,species_or_equivalent,keep,specific_source_row,vector_associated_or_mixed,yes,yes_or_expected_from_source,yes_or_expected,unknown,,Specific zoonotic source row retained as the current analysis unit.,ECDC surveillance data,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_and_who_existing_resolution,TRUE,master_24,24,SFTS (Bandavirus),Severe fever with thrombocytopenia syndrome (SFTS),Bandavirus dabieense,species_or_equivalent,yes_existing_who,,,,Phenuiviridae,2,E,FALSE,Haemaphysalis longicornis,TRUE,FALSE,FALSE,FALSE,TRUE,Published case series China/Japan/Korea,matched_existing_unit_by_manual_alias,Severe fever with thrombocytopenia syndrome (SFTS),source_disease_name,source_row,Phenuiviridae,High,Bandavirus dabieense,SFTS virus,Bandavirus dabieense,Severe fever with thrombocytopenia syndrome (SFTS),TRUE,TRUE,FALSE,FALSE,both,none,none,none,none,both,both,specific_unit,Bandavirus dabieense,SFTS virus,species_or_equivalent,keep,specific_source_row,vector_associated_or_mixed,yes,yes_or_expected_from_source,yes_or_expected,unknown,,Specific zoonotic source row retained as the current analysis unit.,Published case series China/Japan/Korea,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_and_who_existing_resolution,TRUE,master_25,25,VEE,Venezuelan equine encephalitis,Alphavirus venezuelan,species_or_equivalent,yes_existing_who,,,,Togaviridae,1/2,E,TRUE,Mosquitoes; rodent reservoir,TRUE,FALSE,TRUE,FALSE,FALSE,Equine amplification,matched_existing_unit_by_manual_alias,Venezuelan equine encephalitis,source_disease_name,source_row,Togaviridae,High,Alphavirus venezuelan,Venezuelan equine encephalitis virus,Alphavirus venezuelan,Venezuelan equine encephalitis,TRUE,TRUE,FALSE,TRUE,both,none,both,none,none,none,none,specific_unit,Alphavirus venezuelan,Venezuelan equine encephalitis virus,species_or_equivalent,keep,specific_source_row,vector_associated_or_mixed,yes,yes_or_expected_from_source,yes_or_expected,unknown,,Specific zoonotic source row retained as the current analysis unit.,Equine amplification,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_and_who_existing_resolution,TRUE,master_26,26,Borna disease,Borna disease (encephalitis),Orthobornavirus bornaense,species_or_equivalent,yes_existing_who,,,,Bornaviridae,3,B,FALSE,Bicolored white-toothed shrew,TRUE,FALSE,FALSE,FALSE,FALSE,Extremely rare,matched_existing_unit_by_manual_alias,Borna disease (encephalitis),source_disease_name,source_row,Bornaviridae,Low,Orthobornavirus bornaense,Mammalian Bornavirus 1 (BoDV-1),Orthobornavirus bornaense,Borna disease (encephalitis),FALSE,TRUE,FALSE,FALSE,prototype,none,none,prototype,none,none,none,specific_unit,Orthobornavirus bornaense,Mammalian Bornavirus 1 (BoDV-1),species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Extremely rare,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_and_who_existing_resolution,TRUE,master_27,27,Lujo HF,Lujo hemorrhagic fever,Mammarenavirus lujoense,species_or_equivalent,yes_existing_who,,,,Arenaviridae,3,A,FALSE,Unknown rodent,TRUE,FALSE,FALSE,FALSE,FALSE,Single outbreak 2008,matched_existing_unit_by_manual_alias,Lujo hemorrhagic fever,source_disease_name,source_row,Arenaviridae,High,Mammarenavirus lujoense,Lujo virus,Mammarenavirus lujoense,Lujo hemorrhagic fever,FALSE,TRUE,FALSE,FALSE,prototype,prototype,none,none,none,none,none,specific_unit,Mammarenavirus lujoense,Lujo virus,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Single outbreak 2008,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_and_who_existing_resolution,TRUE,master_28,28,Hepatitis E (zoonotic),Hepatitis E,Paslahepevirus balayani genotype 3,species_or_equivalent,yes_existing_who,,,,Hepeviridae,3,A,TRUE,"Wild boar, deer",TRUE,FALSE,FALSE,FALSE,FALSE,Low priority. Pig amplification,matched_existing_unit_by_manual_alias,Hepatitis E,source_disease_name,source_row,Hepeviridae,Low,Paslahepevirus balayani genotype 3,Hepatitis E virus,Paslahepevirus balayani,Hepatitis E,FALSE,TRUE,FALSE,FALSE,prototype,prototype,prototype,prototype,prototype,prototype,prototype,specific_unit,Paslahepevirus balayani genotype 3,Hepatitis E virus,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,Low priority. Pig amplification,,,,,,,,,,,,,,,,,,,,,,unmatched,,,
disease_master_list,master_manual_resolution,FALSE,master_30,30,Lyme disease,Lyme disease,Borrelia burgdorferi sensu lato,species_complex,hold,FALSE,lyme_borreliosis,Borreliella burgdorferi,Borrelia,1,E,FALSE,Ixodes ticks; rodent/deer,FALSE,TRUE,FALSE,TRUE,FALSE,Highest n. High filling,needs_pathogen_name_resolution,,,,Borrelia,,,,,Lyme disease,,,,,,,,,,,,disease_level_review,Lyme disease,Lyme disease,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Highest n. High filling,manual_first_pass,Use the B. burgdorferi sensu lato complex rather than B. burgdorferi s.s. only.,,,,,,,,,,,,,,,,,,,FALSE,hold,,,
disease_master_list,master_manual_resolution,FALSE,master_31,31,Japanese encephalitis,Japanese encephalitis,Japanese encephalitis virus,species,yes,TRUE,japanese_encephalitis,Orthoflavivirus japonicum,Flaviviridae,1,E,TRUE,Culex tritaeniorhynchus; pigs; wading birds,FALSE,TRUE,TRUE,FALSE,FALSE,Pig amplification essential. Vaccination flag.,needs_pathogen_name_resolution,,,,Flaviviridae,,,,,Japanese encephalitis,,,,,,,,,,,,disease_level_review,Japanese encephalitis,Japanese encephalitis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Pig amplification essential. Vaccination flag.,manual_first_pass,Taxonomy/name may need canonical NCBI update.,japanese encephalitis virus,orthoflavivirus japonicum,11072,11072; 3048158,flaviviridae,flaviviridae,virus,virus,exact,manual_alias,accepted_candidate,accepted_candidate,virion,matched_or_candidate,preferred_source_matched,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,TRUE,default_clean,virion,orthoflavivirus japonicum,11072; 3048158
